Secretaria de Atenção Primária à Saúde - SAPS/MS 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
" Competência: SET/2025, AGO/2025."
Estado: SE.
"Município: AMPARO DE SÃO FRANCISCO, AQUIDABÃ, ARACAJU, ARAUÁ, AREIA BRANCA, BARRA DOS COQUEIROS, BOQUIM, BREJO GRANDE, CAMPO DO BRITO, CANHOBA, CANINDÉ DE SÃO FRANCISCO, CAPELA, CARIRA, CARMÓPOLIS, CEDRO DE SÃO JOÃO, CRISTINÁPOLIS, CUMBE, DIVINA PASTORA, ESTÂNCIA, FEIRA NOVA, FREI PAULO, GARARU, GENERAL MAYNARD, GRACHO CARDOSO, ILHA DAS FLORES, INDIAROBA, ITABAIANA, ITABAIANINHA, ITABI, ITAPORANGA D'AJUDA, JAPARATUBA, JAPOATÃ, LAGARTO, LARANJEIRAS, MACAMBIRA, MALHADA DOS BOIS, MALHADOR, MARUIM, MOITA BONITA, MONTE ALEGRE DE SERGIPE, MURIBECA, NEÓPOLIS, NOSSA SENHORA APARECIDA, NOSSA SENHORA DA GLÓRIA, NOSSA SENHORA DAS DORES, NOSSA SENHORA DE LOURDES, NOSSA SENHORA DO SOCORRO, PACATUBA, PEDRA MOLE, PEDRINHAS, PINHÃO, PIRAMBU, POÇO REDONDO, POÇO VERDE, PORTO DA FOLHA, PROPRIÁ, RIACHÃO DO DANTAS, RIACHUELO, RIBEIRÓPOLIS, ROSÁRIO DO CATETE, SALGADO, SANTA LUZIA DO ITANHY, SANTA ROSA DE LIMA, SANTANA DO SÃO FRANCISCO, SANTO AMARO DAS BROTAS, SÃO CRISTÓVÃO, SÃO DOMINGOS, SÃO FRANCISCO, SÃO MIGUEL DO ALEIXO, SIMÃO DIAS, SIRIRI, TELHA, TOBIAS BARRETO, TOMAR DO GERU, UMBAÚBA."
"Práticas em Saúde: Antropometria, Aplicação tópica de flúor, Desenvolvimento da linguagem, Escovação dental supervisionada, Outro procedimento coletivo, Programa nacional de controle do tabagismo sessão 1, Programa nacional de controle do tabagismo sessão 2, Programa nacional de controle do tabagismo sessão 3, Programa nacional de controle do tabagismo sessão 4, Práticas corporais / atividade física, Saúde auditiva, Saúde ocular, Verificação da situação vacinal."
"Programa Saúde na Escola: Educação, Saúde."
Nível: INEP (Escolas/Creche).
Tipo Informação: Número de participantes


Uf;Ibge;Municipio;Unidade de Saúde - CNES;Tipo Unidade;Desc Unidade;Equipe - INE;Tipo Equipe;Desc Equipe;INEP (Escolas/Creche);Antropometria;Aplicação tópica de flúor;Desenvolvimento da linguagem;Escovação dental supervisionad;Outro procedimento coletivo;Programa nacional de controle ;Práticas corporais / atividade;Saúde auditiva;Saúde ocular;Verificação da situação vacina;
SE;280440;NEÓPOLIS;2477939;02;CENTRO DE SAUDE/UNIDADE BASICA;0000175943;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28013441;0;0;0;0;0;0;0;0;0;30;
SE;280270;ILHA DAS FLORES;2477181;02;CENTRO DE SAUDE/UNIDADE BASICA;0000174564;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28013220;0;0;0;0;0;0;0;0;0;147;
SE;280030;ARACAJU;0002836;02;CENTRO DE SAUDE/UNIDADE BASICA;-;-;-;28019377;0;0;0;0;43;0;0;0;0;0;
SE;280150;CARMÓPOLIS;7833555;02;CENTRO DE SAUDE/UNIDADE BASICA;0002188074;71;ESB - EQUIPE DE SAUDE BUCAL;28048407;0;56;0;56;0;0;0;0;0;0;
SE;280130;CAPELA;2476932;01;POSTO DE SAUDE;0001820710;71;ESB - EQUIPE DE SAUDE BUCAL;28014324;0;39;0;39;0;0;0;0;0;0;
SE;280030;ARACAJU;0002259;02;CENTRO DE SAUDE/UNIDADE BASICA;0000171794;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28019911;27;0;0;0;0;0;0;0;0;24;
SE;280360;LARANJEIRAS;2421305;02;CENTRO DE SAUDE/UNIDADE BASICA;0000175579;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28016521;0;0;0;0;0;0;0;0;0;26;
SE;280670;SÃO CRISTÓVÃO;3519740;02;CENTRO DE SAUDE/UNIDADE BASICA;0001803344;71;ESB - EQUIPE DE SAUDE BUCAL;28021452;0;59;0;59;59;0;0;0;0;0;
SE;280067;BOQUIM;4784618;02;CENTRO DE SAUDE/UNIDADE BASICA;0002477807;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28022190;31;0;0;0;0;0;0;0;0;0;
SE;280300;ITABAIANINHA;3323161;02;CENTRO DE SAUDE/UNIDADE BASICA;0000174971;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28023137;19;0;0;0;0;0;0;0;0;271;
SE;280270;ILHA DAS FLORES;2612291;02;CENTRO DE SAUDE/UNIDADE BASICA;0000174599;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28013115;0;0;0;0;0;0;0;0;0;164;
SE;280067;BOQUIM;6407641;02;CENTRO DE SAUDE/UNIDADE BASICA;-;-;-;28022041;0;0;0;141;0;0;0;0;0;2;
SE;280760;UMBAÚBA;2421429;02;CENTRO DE SAUDE/UNIDADE BASICA;0002221195;71;ESB - EQUIPE DE SAUDE BUCAL;28024273;0;10;0;10;0;0;0;0;0;0;
SE;280440;NEÓPOLIS;2420058;02;CENTRO DE SAUDE/UNIDADE BASICA;0001778862;71;ESB - EQUIPE DE SAUDE BUCAL;28013484;0;27;0;27;0;0;0;0;0;0;
SE;280710;SIMÃO DIAS;2422263;02;CENTRO DE SAUDE/UNIDADE BASICA;0001991884;71;ESB - EQUIPE DE SAUDE BUCAL;28009460;0;0;0;0;156;0;0;0;0;0;
SE;280760;UMBAÚBA;2421402;02;CENTRO DE SAUDE/UNIDADE BASICA;-;-;-;28024320;83;0;0;0;0;0;0;0;0;0;
SE;280360;LARANJEIRAS;2421313;02;CENTRO DE SAUDE/UNIDADE BASICA;0001839144;71;ESB - EQUIPE DE SAUDE BUCAL;28016467;0;45;0;0;0;0;0;0;0;0;
SE;280710;SIMÃO DIAS;2546108;02;CENTRO DE SAUDE/UNIDADE BASICA;0001991299;71;ESB - EQUIPE DE SAUDE BUCAL;28009770;0;0;0;0;54;0;0;0;0;0;
SE;280030;ARACAJU;2600366;02;CENTRO DE SAUDE/UNIDADE BASICA;0002423731;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28027850;34;0;0;0;0;0;0;0;0;0;
SE;280020;AQUIDABÃ;2422670;02;CENTRO DE SAUDE/UNIDADE BASICA;0002212617;46;EMAD_T2 - EQUIPE MULTIDISCIPLINAR ATENCAO DOMICILIAR TIPO 2;28005210;0;0;0;25;0;0;0;0;0;0;
SE;280710;SIMÃO DIAS;9250522;02;CENTRO DE SAUDE/UNIDADE BASICA;0002279754;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28009860;0;72;0;0;0;0;0;0;0;0;
SE;280030;ARACAJU;0025682;02;CENTRO DE SAUDE/UNIDADE BASICA;0002251574;76;EAP - EQUIPE DE ATENÇÃO PRIMÁRIA;28019180;181;0;0;0;0;0;0;0;0;63;
SE;280020;AQUIDABÃ;2422654;02;CENTRO DE SAUDE/UNIDADE BASICA;0001495178;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28005210;0;0;0;0;57;0;0;0;0;57;
SE;280300;ITABAIANINHA;3323161;02;CENTRO DE SAUDE/UNIDADE BASICA;-;-;-;28023021;0;0;0;0;0;0;0;0;0;63;
SE;280170;CRISTINÁPOLIS;2420988;01;POSTO DE SAUDE;0002431580;76;EAP - EQUIPE DE ATENÇÃO PRIMÁRIA;28031768;0;223;0;223;0;0;0;0;0;341;
SE;280200;DIVINA PASTORA;2423006;02;CENTRO DE SAUDE/UNIDADE BASICA;0001873598;71;ESB - EQUIPE DE SAUDE BUCAL;28014669;0;24;0;24;24;0;0;0;0;0;
SE;280030;ARACAJU;0002771;02;CENTRO DE SAUDE/UNIDADE BASICA;0000172529;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28019040;0;0;0;0;0;0;0;0;0;76;
SE;280760;UMBAÚBA;2421429;02;CENTRO DE SAUDE/UNIDADE BASICA;0000178772;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28024281;92;0;0;0;0;0;0;0;0;0;
SE;280170;CRISTINÁPOLIS;2420953;01;POSTO DE SAUDE;0001821075;71;ESB - EQUIPE DE SAUDE BUCAL;28034481;0;0;0;0;30;0;0;0;0;0;
SE;280570;PROPRIÁ;2422530;02;CENTRO DE SAUDE/UNIDADE BASICA;0001985949;71;ESB - EQUIPE DE SAUDE BUCAL;28013751;0;0;0;0;0;0;0;0;0;67;
SE;280030;ARACAJU;3210634;02;CENTRO DE SAUDE/UNIDADE BASICA;0000173193;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28018923;0;0;0;0;0;0;0;0;0;4;
SE;280445;NOSSA SENHORA APARECIDA;3012255;02;CENTRO DE SAUDE/UNIDADE BASICA;0001926683;71;ESB - EQUIPE DE SAUDE BUCAL;28004507;0;24;0;24;0;0;0;0;0;0;
SE;280350;LAGARTO;2420821;02;CENTRO DE SAUDE/UNIDADE BASICA;0001835408;71;ESB - EQUIPE DE SAUDE BUCAL;28011260;0;31;0;0;0;0;0;0;0;0;
SE;280130;CAPELA;9927425;01;POSTO DE SAUDE;0002315076;76;EAP - EQUIPE DE ATENÇÃO PRIMÁRIA;28014405;0;0;0;0;0;0;0;0;0;10;
SE;280130;CAPELA;2476959;02;CENTRO DE SAUDE/UNIDADE BASICA;0001818023;71;ESB - EQUIPE DE SAUDE BUCAL;28014170;0;0;0;24;0;0;0;0;0;0;
SE;280670;SÃO CRISTÓVÃO;2423200;02;CENTRO DE SAUDE/UNIDADE BASICA;0001794205;71;ESB - EQUIPE DE SAUDE BUCAL;28021231;0;62;0;62;0;0;0;0;0;0;
SE;280550;POÇO VERDE;2420384;02;CENTRO DE SAUDE/UNIDADE BASICA;0001784943;71;ESB - EQUIPE DE SAUDE BUCAL;28008898;0;14;0;14;0;0;0;0;0;0;
SE;280420;MONTE ALEGRE DE SERGIPE;2420279;02;CENTRO DE SAUDE/UNIDADE BASICA;-;-;-;28001494;0;0;0;223;0;0;0;0;0;0;
SE;280300;ITABAIANINHA;3292835;02;CENTRO DE SAUDE/UNIDADE BASICA;0000174947;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28026934;0;0;0;0;0;0;0;0;0;133;
SE;280710;SIMÃO DIAS;9331077;02;CENTRO DE SAUDE/UNIDADE BASICA;0000178438;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28009657;0;0;0;0;0;0;0;0;24;83;
SE;280030;ARACAJU;0002526;02;CENTRO DE SAUDE/UNIDADE BASICA;0000172243;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28017501;47;0;0;0;0;0;0;0;0;0;
SE;280320;ITAPORANGA D'AJUDA;6640044;02;CENTRO DE SAUDE/UNIDADE BASICA;0002259036;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28030222;0;0;0;0;0;0;0;0;0;21;
SE;280560;PORTO DA FOLHA;2422085;02;CENTRO DE SAUDE/UNIDADE BASICA;0002022656;71;ESB - EQUIPE DE SAUDE BUCAL;28003330;0;50;0;50;0;0;0;0;0;0;
SE;280130;CAPELA;2476908;01;POSTO DE SAUDE;0001822411;71;ESB - EQUIPE DE SAUDE BUCAL;28014162;0;0;0;28;0;0;0;0;0;0;
SE;280320;ITAPORANGA D'AJUDA;2422859;02;CENTRO DE SAUDE/UNIDADE BASICA;0000175102;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28025792;0;0;0;29;0;0;0;0;0;29;
SE;280030;ARACAJU;0002461;02;CENTRO DE SAUDE/UNIDADE BASICA;0000172219;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28018460;0;0;0;0;0;0;0;0;0;35;
SE;280350;LAGARTO;2680122;02;CENTRO DE SAUDE/UNIDADE BASICA;0000175501;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28010981;46;0;0;0;0;0;0;0;0;46;
SE;280460;NOSSA SENHORA DAS DORES;2476878;02;CENTRO DE SAUDE/UNIDADE BASICA;0001854372;71;ESB - EQUIPE DE SAUDE BUCAL;28006160;0;69;0;69;69;0;0;0;0;0;
SE;280260;GRACHO CARDOSO;6326765;01;POSTO DE SAUDE;0002278987;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28001044;0;0;0;0;0;0;0;0;0;16;
SE;280430;MURIBECA;2477297;02;CENTRO DE SAUDE/UNIDADE BASICA;0000175919;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28005880;0;0;0;0;0;0;0;0;0;84;
SE;280300;ITABAIANINHA;3010732;02;CENTRO DE SAUDE/UNIDADE BASICA;0001532928;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28022637;0;0;0;0;0;0;0;0;0;703;
SE;280670;SÃO CRISTÓVÃO;2423227;02;CENTRO DE SAUDE/UNIDADE BASICA;0000178187;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28021207;162;0;0;0;0;0;0;0;0;0;
SE;280270;ILHA DAS FLORES;2477181;02;CENTRO DE SAUDE/UNIDADE BASICA;0000174564;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28013093;0;0;0;0;0;0;0;0;0;158;
SE;280710;SIMÃO DIAS;2422336;02;CENTRO DE SAUDE/UNIDADE BASICA;0000178446;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28009428;0;0;0;0;0;0;0;48;0;0;
SE;280760;UMBAÚBA;2421429;02;CENTRO DE SAUDE/UNIDADE BASICA;0002221195;71;ESB - EQUIPE DE SAUDE BUCAL;28024206;0;54;0;54;0;0;0;0;0;0;
SE;280420;MONTE ALEGRE DE SERGIPE;2420295;02;CENTRO DE SAUDE/UNIDADE BASICA;0001751107;71;ESB - EQUIPE DE SAUDE BUCAL;28001451;0;0;0;37;0;0;0;0;0;0;
SE;280320;ITAPORANGA D'AJUDA;7109148;02;CENTRO DE SAUDE/UNIDADE BASICA;0001792628;71;ESB - EQUIPE DE SAUDE BUCAL;28028368;0;31;0;31;0;0;0;0;0;0;
SE;280670;SÃO CRISTÓVÃO;6361374;02;CENTRO DE SAUDE/UNIDADE BASICA;0002217546;71;ESB - EQUIPE DE SAUDE BUCAL;28021444;0;0;0;57;0;0;0;0;0;0;
SE;280290;ITABAIANA;2611899;02;CENTRO DE SAUDE/UNIDADE BASICA;0002005794;71;ESB - EQUIPE DE SAUDE BUCAL;28034546;0;115;0;0;0;0;0;0;0;0;
SE;280250;GENERAL MAYNARD;7806361;01;POSTO DE SAUDE;0001750178;71;ESB - EQUIPE DE SAUDE BUCAL;28027264;0;0;0;12;0;0;0;0;0;0;
SE;280600;RIBEIRÓPOLIS;2497166;02;CENTRO DE SAUDE/UNIDADE BASICA;0002333848;71;ESB - EQUIPE DE SAUDE BUCAL;28030095;0;542;0;73;0;0;0;0;0;0;
SE;280300;ITABAIANINHA;2421259;02;CENTRO DE SAUDE/UNIDADE BASICA;0000174882;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28023102;0;0;0;0;0;0;0;0;0;165;
SE;280600;RIBEIRÓPOLIS;2497166;02;CENTRO DE SAUDE/UNIDADE BASICA;0000177717;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28030095;0;0;0;0;0;0;0;0;0;238;
SE;280300;ITABAIANINHA;3323161;02;CENTRO DE SAUDE/UNIDADE BASICA;0000174955;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28031792;0;0;0;0;0;0;0;0;0;43;
SE;280030;ARACAJU;0003093;02;CENTRO DE SAUDE/UNIDADE BASICA;0002014416;71;ESB - EQUIPE DE SAUDE BUCAL;28019210;0;0;0;36;0;0;0;0;0;0;
SE;280480;NOSSA SENHORA DO SOCORRO;2421623;02;CENTRO DE SAUDE/UNIDADE BASICA;0002529580;74;EAPP - EQUIPE DE ATENCAO PRIMARIA PRISIONAL;28038207;69;0;32;0;0;0;0;0;0;0;
SE;280370;MACAMBIRA;2477300;02;CENTRO DE SAUDE/UNIDADE BASICA;0000175668;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28027140;0;0;0;0;0;0;0;0;0;55;
SE;280067;BOQUIM;6407641;02;CENTRO DE SAUDE/UNIDADE BASICA;-;-;-;28022211;0;0;0;27;0;0;0;0;0;0;
SE;280310;ITABI;2422948;01;POSTO DE SAUDE;0002052709;71;ESB - EQUIPE DE SAUDE BUCAL;28032462;0;73;0;73;0;0;0;0;0;0;
SE;280430;MURIBECA;2477297;02;CENTRO DE SAUDE/UNIDADE BASICA;0001997157;71;ESB - EQUIPE DE SAUDE BUCAL;28005872;0;48;0;0;0;0;0;0;0;0;
SE;280160;CEDRO DE SÃO JOÃO;2658593;02;CENTRO DE SAUDE/UNIDADE BASICA;0000174076;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28013000;40;0;0;0;0;0;0;0;0;15;
SE;280030;ARACAJU;0002836;02;CENTRO DE SAUDE/UNIDADE BASICA;0002040611;71;ESB - EQUIPE DE SAUDE BUCAL;28019377;0;0;0;366;0;0;0;0;0;0;
SE;280280;INDIAROBA;2423111;02;CENTRO DE SAUDE/UNIDADE BASICA;0000174610;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28025296;103;0;0;0;0;0;0;0;0;103;
SE;280540;POÇO REDONDO;2420090;02;CENTRO DE SAUDE/UNIDADE BASICA;0001956760;71;ESB - EQUIPE DE SAUDE BUCAL;28002415;0;39;0;39;0;0;0;0;0;0;
SE;280500;PEDRA MOLE;2477572;02;CENTRO DE SAUDE/UNIDADE BASICA;0000177105;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28004639;21;0;0;0;0;0;0;0;0;0;
SE;280030;ARACAJU;0002399;02;CENTRO DE SAUDE/UNIDADE BASICA;0002422301;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28018320;69;0;0;0;0;0;0;0;36;0;
SE;280030;ARACAJU;0002291;02;CENTRO DE SAUDE/UNIDADE BASICA;-;-;-;28019245;0;0;0;0;0;0;69;0;0;0;
SE;280740;TOBIAS BARRETO;7685467;02;CENTRO DE SAUDE/UNIDADE BASICA;0000178608;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28010434;149;0;0;0;0;0;0;0;0;0;
SE;280210;ESTÂNCIA;2422905;02;CENTRO DE SAUDE/UNIDADE BASICA;0000174211;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28037626;0;0;0;0;0;0;0;20;20;20;
SE;280690;SÃO FRANCISCO;2423359;02;CENTRO DE SAUDE/UNIDADE BASICA;0000178365;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28016157;0;0;0;0;0;0;0;0;0;105;
SE;280710;SIMÃO DIAS;9250468;02;CENTRO DE SAUDE/UNIDADE BASICA;0001572687;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28009304;0;0;0;0;0;0;0;112;0;0;
SE;280030;ARACAJU;2600366;02;CENTRO DE SAUDE/UNIDADE BASICA;0001480065;72;ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;28026837;0;0;0;0;0;0;5;0;0;0;
SE;280067;BOQUIM;7725205;02;CENTRO DE SAUDE/UNIDADE BASICA;0001907751;71;ESB - EQUIPE DE SAUDE BUCAL;28022092;0;0;0;69;0;0;0;0;0;0;
SE;280320;ITAPORANGA D'AJUDA;2422816;02;CENTRO DE SAUDE/UNIDADE BASICA;0001792121;71;ESB - EQUIPE DE SAUDE BUCAL;28036298;0;21;0;21;0;0;0;0;0;0;
SE;280030;ARACAJU;2600366;02;CENTRO DE SAUDE/UNIDADE BASICA;0002423731;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;2111300;0;0;0;0;0;0;0;0;0;33;
SE;280630;SANTA LUZIA DO ITANHY;2423421;02;CENTRO DE SAUDE/UNIDADE BASICA;0000177938;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28026012;0;0;0;14;0;0;0;0;0;0;
SE;280030;ARACAJU;3210634;02;CENTRO DE SAUDE/UNIDADE BASICA;0000173185;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28018923;0;0;0;0;0;0;0;0;0;13;
SE;280710;SIMÃO DIAS;2422263;02;CENTRO DE SAUDE/UNIDADE BASICA;0001530720;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28009630;111;0;0;0;0;0;0;0;0;71;
SE;280270;ILHA DAS FLORES;2477181;02;CENTRO DE SAUDE/UNIDADE BASICA;0001839845;71;ESB - EQUIPE DE SAUDE BUCAL;28013212;0;53;0;53;0;0;0;0;0;0;
SE;280350;LAGARTO;3048039;02;CENTRO DE SAUDE/UNIDADE BASICA;0000175552;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28011791;0;0;0;0;0;0;79;0;0;79;
SE;280030;ARACAJU;0025682;02;CENTRO DE SAUDE/UNIDADE BASICA;0000173029;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28019270;57;0;0;0;0;0;0;0;0;57;
SE;280600;RIBEIRÓPOLIS;2497166;02;CENTRO DE SAUDE/UNIDADE BASICA;0000177709;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28004809;0;0;0;0;0;0;0;0;0;10;
SE;280630;SANTA LUZIA DO ITANHY;2423405;02;CENTRO DE SAUDE/UNIDADE BASICA;-;-;-;28026179;0;0;0;0;0;0;58;0;0;0;
SE;280440;NEÓPOLIS;3845869;02;CENTRO DE SAUDE/UNIDADE BASICA;0002350343;71;ESB - EQUIPE DE SAUDE BUCAL;28013336;0;14;0;14;0;0;0;0;0;0;
SE;280320;ITAPORANGA D'AJUDA;9222502;02;CENTRO DE SAUDE/UNIDADE BASICA;0002133091;71;ESB - EQUIPE DE SAUDE BUCAL;28072405;0;22;0;22;0;0;0;0;0;0;
SE;280600;RIBEIRÓPOLIS;2497166;02;CENTRO DE SAUDE/UNIDADE BASICA;0000177733;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28004817;0;0;0;0;0;0;0;0;0;107;
SE;280600;RIBEIRÓPOLIS;2497166;02;CENTRO DE SAUDE/UNIDADE BASICA;0002169630;71;ESB - EQUIPE DE SAUDE BUCAL;28004809;0;113;0;33;0;0;0;0;0;0;
SE;280350;LAGARTO;2420740;02;CENTRO DE SAUDE/UNIDADE BASICA;0000175382;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28011627;8;0;0;0;0;0;41;0;27;5;
SE;280067;BOQUIM;6407641;02;CENTRO DE SAUDE/UNIDADE BASICA;0001907654;71;ESB - EQUIPE DE SAUDE BUCAL;28032373;0;0;0;83;0;0;0;0;0;0;
SE;280210;ESTÂNCIA;6200346;02;CENTRO DE SAUDE/UNIDADE BASICA;0000174343;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28024940;95;0;0;0;0;0;0;95;95;95;
SE;280170;CRISTINÁPOLIS;2420988;01;POSTO DE SAUDE;0001821431;71;ESB - EQUIPE DE SAUDE BUCAL;28031768;0;90;0;90;0;0;0;0;0;0;
SE;280170;CRISTINÁPOLIS;2421003;02;CENTRO DE SAUDE/UNIDADE BASICA;0000174130;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28022416;0;0;0;0;0;0;0;0;0;9;
SE;280030;ARACAJU;0002429;02;CENTRO DE SAUDE/UNIDADE BASICA;-;-;-;28018818;0;0;0;0;0;0;0;0;0;14;
SE;280030;ARACAJU;0002550;02;CENTRO DE SAUDE/UNIDADE BASICA;0000172324;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28032403;0;0;0;0;0;0;0;0;0;46;
SE;280760;UMBAÚBA;2421402;02;CENTRO DE SAUDE/UNIDADE BASICA;0001962159;71;ESB - EQUIPE DE SAUDE BUCAL;28024370;0;82;0;82;0;0;0;0;0;0;
SE;280300;ITABAIANINHA;3000346;02;CENTRO DE SAUDE/UNIDADE BASICA;0000174912;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28023013;0;0;0;0;0;0;0;0;0;149;
SE;280570;PROPRIÁ;2422565;02;CENTRO DE SAUDE/UNIDADE BASICA;0001977482;71;ESB - EQUIPE DE SAUDE BUCAL;28013778;0;62;0;70;0;0;0;0;0;0;
SE;280300;ITABAIANINHA;3323161;02;CENTRO DE SAUDE/UNIDADE BASICA;0000174971;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28022840;0;0;0;0;0;0;0;0;0;5;
SE;280670;SÃO CRISTÓVÃO;2612356;02;CENTRO DE SAUDE/UNIDADE BASICA;0000178268;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28021290;98;0;0;0;0;0;0;0;0;0;
SE;280067;BOQUIM;6407641;02;CENTRO DE SAUDE/UNIDADE BASICA;-;-;-;28022254;0;0;0;23;0;0;0;0;0;0;
SE;280230;FREI PAULO;2423618;02;CENTRO DE SAUDE/UNIDADE BASICA;0001766325;71;ESB - EQUIPE DE SAUDE BUCAL;28029801;0;0;0;0;17;0;0;0;0;0;
SE;280270;ILHA DAS FLORES;2477181;02;CENTRO DE SAUDE/UNIDADE BASICA;0001838601;71;ESB - EQUIPE DE SAUDE BUCAL;28013107;0;217;0;217;0;0;0;0;0;0;
SE;280240;GARARU;2421216;02;CENTRO DE SAUDE/UNIDADE BASICA;0001780913;71;ESB - EQUIPE DE SAUDE BUCAL;28000846;0;0;0;64;0;0;0;0;0;0;
SE;280300;ITABAIANINHA;9305866;02;CENTRO DE SAUDE/UNIDADE BASICA;0001630318;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28036930;0;0;0;0;0;0;0;0;0;81;
SE;280030;ARACAJU;0002526;02;CENTRO DE SAUDE/UNIDADE BASICA;0002038455;71;ESB - EQUIPE DE SAUDE BUCAL;28019253;0;0;0;44;0;0;0;0;0;0;
SE;280445;NOSSA SENHORA APARECIDA;3012255;02;CENTRO DE SAUDE/UNIDADE BASICA;0001926683;71;ESB - EQUIPE DE SAUDE BUCAL;28004450;0;10;0;10;0;0;0;0;0;0;
SE;280020;AQUIDABÃ;4660854;02;CENTRO DE SAUDE/UNIDADE BASICA;0002242443;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28005384;0;0;0;0;31;0;0;0;0;41;
SE;280440;NEÓPOLIS;5147948;02;CENTRO DE SAUDE/UNIDADE BASICA;0001546147;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28013409;78;0;0;0;0;0;0;0;34;14;
SE;280460;NOSSA SENHORA DAS DORES;6024335;02;CENTRO DE SAUDE/UNIDADE BASICA;0001854364;71;ESB - EQUIPE DE SAUDE BUCAL;28005996;0;19;0;19;0;0;0;0;0;0;
SE;280480;NOSSA SENHORA DO SOCORRO;2421623;02;CENTRO DE SAUDE/UNIDADE BASICA;0002529580;74;EAPP - EQUIPE DE ATENCAO PRIMARIA PRISIONAL;28020928;0;0;47;0;0;0;0;0;0;26;
SE;280580;RIACHÃO DO DANTAS;2420929;02;CENTRO DE SAUDE/UNIDADE BASICA;0000177628;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28012615;0;32;0;32;0;0;0;0;0;0;
SE;280760;UMBAÚBA;9865845;02;CENTRO DE SAUDE/UNIDADE BASICA;0001962019;71;ESB - EQUIPE DE SAUDE BUCAL;28033965;0;33;0;33;0;0;0;0;0;0;
SE;280750;TOMAR DO GERU;2420422;02;CENTRO DE SAUDE/UNIDADE BASICA;0001810405;71;ESB - EQUIPE DE SAUDE BUCAL;28023986;0;7;0;7;0;0;0;0;0;0;
